officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude,latitude,longitude
National Physical Laboratory S.O,110012,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-25841150,NA,New Delhi G.P.O. ,77.15414324285715,28.636963614285712,28.636963614285712,77.15414324285715
Nirman Bhawan S.O,110011,S.O,Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23062016,NA,Sansad Marg H.O,123.4317556,41.7976129,41.7976129,123.4317556
North Avenue S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23094239,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Pahar Ganj S.O,110055,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23582573,NA,New Delhi G.P.O. ,77.21216784705882,28.643539864705886,28.643539864705886,77.21216784705882
Pandara Road S.O,110003,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23387407,NA,Indraprastha H.O,123.41163545,41.7810892,41.7810892,123.41163545
Parliament House S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23017346,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Patel Nagar East S.O,110008,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-25784721,NA,New Delhi G.P.O. ,77.161141575,28.643005791666667,28.643005791666667,77.161141575
Patel Nagar S.O (Central Delhi),110008,S.O,Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-25886804,NA,New Delhi G.P.O. ,77.161141575,28.643005791666667,28.643005791666667,77.161141575
Patel Nagar South S.O,110008,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-25840848,NA,New Delhi G.P.O. ,77.161141575,28.643005791666667,28.643005791666667,77.161141575
Patel Nagar West S.O,110008,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-25888386,NA,New Delhi G.P.O. ,77.161141575,28.643005791666667,28.643005791666667,77.161141575
Patiala House S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23385547,NA,Indraprastha H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Pragati Maidan Camp S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,NA,NA,Indraprastha H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Pragati Maidan S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23371549,NA,Indraprastha H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Rail Bhawan S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23385565,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Rajender Nagar S.O,110060,S.O,Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-28741804,NA,New Delhi G.P.O. ,77.18442583,28.638832739999998,28.638832739999998,77.18442583
Rashtrapati Bhawan S.O,110004,S.O,Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23012991,NA,Sansad Marg H.O,123.424562775,41.752651325,41.752651325,123.424562775
Sansad Marg H.O,110001,H.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23096070,NA,NA,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Sansadiya Soudh S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23014121,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Sat Nagar S.O,110005,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-25728878,NA,New Delhi G.P.O. ,77.19966678148148,28.869741833333332,28.869741833333332,77.19966678148148
Secretariat North S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23092160,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Shastri Bhawan S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23385582,NA,Sansad Marg H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
South Avenue S.O,110011,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23016041,NA,Sansad Marg H.O,123.4317556,41.7976129,41.7976129,123.4317556
Supreme Court S.O,110001,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23389015,NA,Indraprastha H.O,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Swami Ram Tirth Nagar S.O,110055,S.O,Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23522097,NA,New Delhi G.P.O. ,77.21216784705882,28.643539864705886,28.643539864705886,77.21216784705882
Udyog Bhawan S.O,110011,S.O,Non-Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23062092,NA,Sansad Marg H.O,123.4317556,41.7976129,41.7976129,123.4317556
Union Public Service Commission S.O,110069,S.O,Delivery,New Delhi Central,Delhi,Delhi,New Delhi,Central Delhi,DELHI,011-23385123,NA,Sansad Marg H.O,24.861829025,44.86578685,44.86578685,24.861829025
New Delhi G.P.O. ,110001,H.O,Delivery,New Delhi GPO,Delhi,Delhi,New Delhi,New Delhi,DELHI,011-23743602,NA,NA,123.41831955714285,41.76130522857143,41.76130522857143,123.41831955714285
Abul Fazal Enclave-I S.O,110025,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,NA,South Delhi,DELHI,011-26844043,NA,Kalkaji H.O,77.28585341515151,28.55595001212121,28.55595001212121,77.28585341515151
Air Force Station Tugalkabad S.O,110062,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29968305,NA,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
Alaknanda S.O,110019,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26034381,NA,Kalkaji H.O,77.25444415538462,28.543226661538466,28.543226661538466,77.25444415538462
Ali B.O,110076,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Sarita Vihar S.O,Kalkaji H.O,77.28469817,28.540975030000002,28.540975030000002,77.28469817
Aliganj S.O (South Delhi),110003,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24628565,NA,Lodi Road H.O,123.41163545,41.7810892,41.7810892,123.41163545
Amar Colony S.O,110024,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29832389,NA,Lodi Road H.O,123.3192359,41.7843461,41.7843461,123.3192359
Andrewsganj S.O,110049,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26254551,NA,Lodi Road H.O,77.222082975,28.55952352916667,28.55952352916667,77.222082975
Badarpur S.O (South Delhi),110044,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26945141,NA,Kalkaji H.O,77.30106074230768,28.514008332692306,28.514008332692306,77.30106074230768
BSF Camp Tigri S.O,110062,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26079549,NA,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
BTPS S.O (South Delhi),110044,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26943725,NA,Kalkaji H.O,77.30106074230768,28.514008332692306,28.514008332692306,77.30106074230768
C G O Complex S.O,110003,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24362502,NA,Lodi Road H.O,123.41163545,41.7810892,41.7810892,123.41163545
C R R I S.O (South Delhi),110020,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26931765,NA,Kalkaji H.O,123.35872135,41.770777225,41.770777225,123.35872135
Chittranjan Park S.O,110019,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26274722,NA,Kalkaji H.O,77.25444415538462,28.543226661538466,28.543226661538466,77.25444415538462
Dakshinpuri Phase-I S.O,110062,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26059448,NA,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
Dakshinpuri Phase-II S.O,110062,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29958982,NA,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
Dakshinpuri Phase-III S.O,110062,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26058682,NA,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
Dargah Sharif S.O,110013,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24359704,NA,Lodi Road H.O,123.4390963,41.8164715,41.8164715,123.4390963
Defence Colony S.O (South Delhi),110024,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24333841,NA,Lodi Road H.O,123.3192359,41.7843461,41.7843461,123.3192359
Deoli B.O,110062,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Pushpa Bhawan S.O,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
"Distt. Court Complex, Saket S.O",110017,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,NA,South Delhi,DELHI,011-26215317,NA,Lodi Road H.O,123.4439601,41.7600894,41.7600894,123.4439601
Dr. Ambedkar Nagar S.O (South Delhi),110062,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29956704,NA,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
East Of Kailash Phase-I S.O,110065,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26931743,NA,Lodi Road H.O,77.24845043333333,28.568760914285715,28.568760914285715,77.24845043333333
East Of Kailash S.O,110065,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26447002,NA,Lodi Road H.O,77.24845043333333,28.568760914285715,28.568760914285715,77.24845043333333
F F C Okhla S.O,110020,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,New Delhi,DELHI,011-26844738,NA,Kalkaji H.O,123.35872135,41.770777225,41.770777225,123.35872135
Gautam Nagar S.O,110049,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26528068,NA,Lodi Road H.O,77.222082975,28.55952352916667,28.55952352916667,77.222082975
Golf Links S.O,110003,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24369705,NA,Lodi Road H.O,123.41163545,41.7810892,41.7810892,123.41163545
Greater Kailash S.O,110048,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29222279,NA,Kalkaji H.O,77.23800090333333,28.548118771666665,28.548118771666665,77.23800090333333
Gulmohar Park S.O,110049,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26569102,NA,Lodi Road H.O,77.222082975,28.55952352916667,28.55952352916667,77.222082975
Hamdard Nagar S.O,110062,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29956623,NA,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
Hari Nagar Ashram S.O,110014,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26344183,NA,Lodi Road H.O,77.25555801,28.580275460000003,28.580275460000003,77.25555801
Hazrat Nizamuddin S.O,110013,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24358212,NA,Lodi Road H.O,123.4390963,41.8164715,41.8164715,123.4390963
Jaitpur B.O,110044,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Badarpur S.O (South Delhi),Kalkaji H.O,77.30106074230768,28.514008332692306,28.514008332692306,77.30106074230768
Jaitpur S.O (South Delhi),110044,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,NA,South Delhi,DELHI,011-26945141,NA,Kalkaji H.O,77.30106074230768,28.514008332692306,28.514008332692306,77.30106074230768
Jamia Nagar S.O,110025,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26980066,NA,Kalkaji H.O,77.28585341515151,28.55595001212121,28.55595001212121,77.28585341515151
Jeevan Nagar B.O,110014,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Jungpura S.O,Lodi Road H.O,77.25555801,28.580275460000003,28.580275460000003,77.25555801
Jungpura S.O,110014,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24313511,NA,Lodi Road H.O,77.25555801,28.580275460000003,28.580275460000003,77.25555801
Kailash Colony S.O,110048,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26432267,NA,Kalkaji H.O,77.23800090333333,28.548118771666665,28.548118771666665,77.23800090333333
Kalkaji H.O,110019,H.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26433693,NA,NA,77.25444415538462,28.543226661538466,28.543226661538466,77.25444415538462
Kasturba Nagar S.O (South Delhi),110003,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24651501,NA,Lodi Road H.O,123.41163545,41.7810892,41.7810892,123.41163545
Khanpur S.O (South Delhi),110062,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26074994,NA,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
Krishna Market S.O,110024,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29813410,NA,Lodi Road H.O,123.3192359,41.7843461,41.7843461,123.3192359
Lajpat Nagar (South Delhi) S.O,110024,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29832389,NA,Lodi Road H.O,123.3192359,41.7843461,41.7843461,123.3192359
Lal Kuan B.O,110044,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Badarpur S.O (South Delhi),Kalkaji H.O,77.30106074230768,28.514008332692306,28.514008332692306,77.30106074230768
Lodi Road H.O,110003,H.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24692329,NA,NA,123.41163545,41.7810892,41.7810892,123.41163545
Madanpur Khadar B.O,110076,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Sarita Vihar S.O,Kalkaji H.O,77.28469817,28.540975030000002,28.540975030000002,77.28469817
Malviya Nagar S.O (South Delhi),110017,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26680354,NA,Lodi Road H.O,123.4439601,41.7600894,41.7600894,123.4439601
Masjid Moth S.O,110048,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29223500,NA,Kalkaji H.O,77.23800090333333,28.548118771666665,28.548118771666665,77.23800090333333
MMTC/STC Colony S.O,110017,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26966252,NA,Lodi Road H.O,123.4439601,41.7600894,41.7600894,123.4439601
Molarband B.O,110044,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Badarpur S.O (South Delhi),Kalkaji H.O,77.30106074230768,28.514008332692306,28.514008332692306,77.30106074230768
Nehru Nagar S.O (South Delhi),110065,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26318088,NA,Lodi Road H.O,77.24845043333333,28.568760914285715,28.568760914285715,77.24845043333333
Nehru Place S.O,110019,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26418239,NA,Kalkaji H.O,77.25444415538462,28.543226661538466,28.543226661538466,77.25444415538462
New Delhi South Ext-II S.O,110049,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26259768,NA,Lodi Road H.O,77.222082975,28.55952352916667,28.55952352916667,77.222082975
New Friends Colony S.O,110025,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26844043,NA,Kalkaji H.O,77.28585341515151,28.55595001212121,28.55595001212121,77.28585341515151
Okhla Industrial Area Phase-i S.O,110020,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26810292,NA,Kalkaji H.O,123.35872135,41.770777225,41.770777225,123.35872135
Okhla Industrial Estate S.O,110020,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26840251,NA,Kalkaji H.O,123.35872135,41.770777225,41.770777225,123.35872135
Panchsheel Enclave S.O,110017,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26490248,NA,Lodi Road H.O,123.4439601,41.7600894,41.7600894,123.4439601
Pragati Vihar S.O,110003,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24369589,NA,Lodi Road H.O,123.41163545,41.7810892,41.7810892,123.41163545
Pratap Market S.O,110014,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24371544,NA,Lodi Road H.O,77.25555801,28.580275460000003,28.580275460000003,77.25555801
Pul Pahladpur B.O,110044,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Badarpur S.O (South Delhi),Kalkaji H.O,77.30106074230768,28.514008332692306,28.514008332692306,77.30106074230768
Pushp Vihar S.O,110017,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29565324,NA,Lodi Road H.O,123.4439601,41.7600894,41.7600894,123.4439601
Pushpa Bhawan S.O,110062,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29053816,NA,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
Sadiq Nagar S.O,110049,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26256660,NA,Lodi Road H.O,77.222082975,28.55952352916667,28.55952352916667,77.222082975
Safdarjung Air Port S.O,110003,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-24644113,NA,Lodi Road H.O,123.41163545,41.7810892,41.7810892,123.41163545
Sahpurjat B.O,110049,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Andrewsganj S.O,Lodi Road H.O,77.222082975,28.55952352916667,28.55952352916667,77.222082975
Saket S.O (South Delhi),110017,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29562650,NA,Lodi Road H.O,123.4439601,41.7600894,41.7600894,123.4439601
Sangam Vihar S.O,110080,S.O,Delivery,New Delhi South,Delhi,Delhi,South Delhi,South Delhi,DELHI,011-29912154,NA,Kalkaji H.O,77.2414927,28.503748,28.503748,77.2414927
Sant Nagar S.O (South Delhi),110065,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26437116,NA,Lodi Road H.O,77.24845043333333,28.568760914285715,28.568760914285715,77.24845043333333
Sarita Vihar S.O,110076,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26954052,NA,Kalkaji H.O,77.28469817,28.540975030000002,28.540975030000002,77.28469817
Sarvodya Enclave S.O,110017,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26528685,NA,Lodi Road H.O,123.4439601,41.7600894,41.7600894,123.4439601
South Malviya Nagar S.O,110017,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-29562650,NA,Lodi Road H.O,123.4439601,41.7600894,41.7600894,123.4439601
Sriniwaspuri S.O,110065,S.O,Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26913696,NA,Lodi Road H.O,77.24845043333333,28.568760914285715,28.568760914285715,77.24845043333333
Sukhdev Vihar S.O,110025,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26931618,NA,Kalkaji H.O,77.28585341515151,28.55595001212121,28.55595001212121,77.28585341515151
Talimabad S.O,110062,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26099113,NA,Kalkaji H.O,77.23766575172414,28.51321704137931,28.51321704137931,77.23766575172414
Tehkhand B.O,110020,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Okhla Industrial Estate S.O,Kalkaji H.O,123.35872135,41.770777225,41.770777225,123.35872135
Tugalkabad B.O,110044,B.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,NA,Badarpur S.O (South Delhi),Kalkaji H.O,123.4849641,41.8276967,41.8276967,123.4849641
Tugalkabad Railway Colony S.O,110044,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26360578,NA,Kalkaji H.O,123.4849641,41.8276967,41.8276967,123.4849641
Zakir Nagar S.O,110025,S.O,Non-Delivery,New Delhi South,Delhi,Delhi,New Delhi,South Delhi,DELHI,011-26983304,NA,Kalkaji H.O,77.28585341515151,28.55595001212121,28.55595001212121,77.28585341515151
505 A B Workshop S.O,110010,S.O,Non-Delivery,New Delhi South West,Delhi,Delhi,NA,South West Delhi,DELHI,011-25693314,NA,Sarojini Nagar H.O,123.5306346,41.6239132,41.6239132,123.5306346
A F Palam S.O,110010,S.O,Non-Delivery,New Delhi South West,Delhi,Delhi,NA,South West Delhi,DELHI,011-25675084,NA,Sarojini Nagar H.O,123.5306346,41.6239132,41.6239132,123.5306346
A F Rajokari S.O,110038,S.O,Delivery,New Delhi South West,Delhi,Delhi,NA,South West Delhi,DELHI,011-25066427,NA,Sarojini Nagar H.O,77.106859,28.5131037,28.5131037,77.106859
Anand Niketan S.O,110021,S.O,Non-Delivery,New Delhi South West,Delhi,Delhi,NA,South West Delhi,DELHI,011-24114549,NA,Sarojini Nagar H.O,77.18240453958333,28.593780222916667,28.593780222916667,77.18240453958333
